@relation bank-additional-full-weka.filters.unsupervised.attribute.RemoveType-Tnumeric

@attribute job {housemaid,services,admin.,blue-collar,technician,retired,management,unemployed,self-employed,unknown,entrepreneur,student}
@attribute marital {married,single,divorced,unknown}
@attribute education {basic.4y,high.school,basic.6y,basic.9y,professional.course,unknown,university.degree,illiterate}
@attribute default {no,unknown,yes}
@attribute housing {no,yes,unknown}
@attribute loan {no,yes,unknown}
@attribute contact {telephone,cellular}
@attribute month {may,jun,jul,aug,oct,nov,dec,mar,apr,sep}
@attribute day_of_week {mon,tue,wed,thu,fri}
@attribute poutcome {nonexistent,failure,success}
@attribute y {yes,no}

@data
housemaid,married,basic.4y,no,no,no,cellular,aug,fri,nonexistent,no
self-employed,married,high.school,no,no,no,cellular,aug,fri,nonexistent,no
admin.,divorced,high.school,no,no,yes,cellular,aug,fri,nonexistent,no
admin.,single,university.degree,no,no,no,cellular,aug,fri,nonexistent,no
management,married,high.school,no,no,no,cellular,aug,fri,nonexistent,no
technician,single,professional.course,no,no,yes,cellular,aug,fri,nonexistent,no
blue-collar,married,basic.9y,unknown,no,no,cellular,aug,fri,nonexistent,no
blue-collar,married,basic.9y,no,yes,no,cellular,aug,fri,nonexistent,no
technician,single,professional.course,no,no,no,cellular,aug,fri,nonexistent,no
technician,single,professional.course,no,no,yes,cellular,aug,fri,nonexistent,no
admin.,divorced,university.degree,no,no,no,cellular,aug,fri,nonexistent,no
technician,married,professional.course,no,unknown,unknown,telephone,aug,fri,nonexistent,no
technician,single,university.degree,no,no,no,cellular,aug,fri,nonexistent,no
admin.,divorced,university.degree,no,no,no,cellular,aug,fri,nonexistent,no
technician,married,professional.course,unknown,yes,no,cellular,aug,fri,nonexistent,no
admin.,married,university.degree,no,yes,no,cellular,aug,fri,nonexistent,no
admin.,single,university.degree,no,yes,no,cellular,aug,fri,nonexistent,no
admin.,single,university.degree,no,no,no,cellular,aug,fri,nonexistent,no
admin.,married,professional.course,no,no,no,cellular,aug,fri,nonexistent,no
technician,divorced,professional.course,no,yes,no,cellular,aug,fri,nonexistent,no
housemaid,married,basic.6y,no,yes,no,cellular,aug,fri,nonexistent,no
services,married,high.school,no,no,no,cellular,aug,fri,nonexistent,no
admin.,single,university.degree,no,yes,no,cellular,aug,fri,nonexistent,no
technician,married,university.degree,no,yes,no,cellular,aug,fri,nonexistent,no
management,married,university.degree,no,no,yes,cellular,aug,fri,nonexistent,yes
services,married,unknown,no,no,yes,cellular,aug,fri,nonexistent,no
housemaid,married,basic.6y,no,yes,no,cellular,aug,fri,nonexistent,no
technician,divorced,high.school,no,yes,no,cellular,aug,fri,nonexistent,no
housemaid,married,basic.4y,no,no,no,cellular,aug,fri,nonexistent,no
blue-collar,married,basic.6y,no,no,no,cellular,aug,fri,nonexistent,no
blue-collar,married,basic.6y,no,no,no,cellular,aug,fri,nonexistent,no
admin.,married,professional.course,no,yes,no,cellular,aug,fri,nonexistent,no
services,married,high.school,unknown,unknown,unknown,cellular,aug,mon,nonexistent,no
technician,married,professional.course,no,yes,no,cellular,aug,mon,nonexistent,no
housemaid,married,basic.4y,no,yes,no,cellular,aug,mon,nonexistent,no
technician,married,professional.course,unknown,yes,no,cellular,aug,mon,nonexistent,no
blue-collar,married,basic.4y,no,yes,no,cellular,aug,mon,nonexistent,yes
blue-collar,married,basic.6y,unknown,yes,no,cellular,aug,mon,nonexistent,no
management,divorced,university.degree,no,no,yes,cellular,aug,mon,nonexistent,no
admin.,single,university.degree,no,no,no,cellular,aug,mon,nonexistent,no
admin.,single,university.degree,no,yes,no,cellular,aug,mon,nonexistent,no
technician,single,professional.course,no,no,no,cellular,aug,mon,nonexistent,no
admin.,married,university.degree,no,yes,no,cellular,aug,mon,nonexistent,no
technician,single,professional.course,no,no,no,cellular,aug,mon,nonexistent,no
technician,married,university.degree,no,no,no,cellular,aug,mon,nonexistent,no
management,married,university.degree,no,no,no,cellular,aug,mon,nonexistent,no
management,divorced,university.degree,no,no,no,cellular,aug,mon,nonexistent,no
technician,married,professional.course,no,yes,no,cellular,aug,mon,nonexistent,no
admin.,divorced,university.degree,no,yes,no,cellular,aug,mon,nonexistent,no
technician,single,professional.course,no,no,no,cellular,aug,mon,nonexistent,no
admin.,single,university.degree,no,yes,no,cellular,aug,mon,nonexistent,no
admin.,divorced,university.degree,no,no,no,cellular,aug,mon,nonexistent,no
technician,divorced,university.degree,no,yes,no,cellular,aug,mon,nonexistent,no
self-employed,married,university.degree,unknown,no,no,cellular,aug,mon,nonexistent,no
blue-collar,married,basic.9y,no,yes,no,cellular,aug,mon,nonexistent,no
admin.,single,university.degree,no,no,no,cellular,aug,mon,nonexistent,no
admin.,single,university.degree,no,no,yes,cellular,aug,mon,nonexistent,no
admin.,single,university.degree,no,yes,no,cellular,aug,mon,nonexistent,no
admin.,married,professional.course,no,yes,no,cellular,aug,mon,nonexistent,no
admin.,single,university.degree,no,no,yes,cellular,aug,mon,nonexistent,no
admin.,married,university.degree,no,yes,no,cellular,aug,mon,nonexistent,no
technician,married,professional.course,no,yes,no,cellular,aug,mon,nonexistent,no
technician,married,high.school,no,yes,yes,cellular,aug,mon,nonexistent,no
self-employed,married,university.degree,no,no,no,cellular,aug,mon,nonexistent,no
technician,married,professional.course,no,yes,no,cellular,aug,mon,nonexistent,no
blue-collar,married,basic.4y,unknown,no,no,cellular,aug,mon,nonexistent,yes
admin.,single,university.degree,unknown,yes,no,cellular,aug,mon,nonexistent,no
technician,divorced,university.degree,no,no,no,cellular,aug,mon,nonexistent,no
admin.,married,university.degree,no,yes,no,cellular,aug,mon,nonexistent,no
admin.,married,university.degree,unknown,no,no,cellular,aug,mon,nonexistent,no
admin.,married,university.degree,no,yes,no,cellular,aug,mon,nonexistent,no
technician,married,university.degree,no,no,no,cellular,aug,mon,nonexistent,no
technician,divorced,professional.course,no,yes,no,cellular,aug,mon,nonexistent,no
retired,married,basic.9y,no,yes,no,cellular,aug,mon,nonexistent,no
management,divorced,university.degree,no,yes,no,cellular,aug,mon,nonexistent,yes
housemaid,married,basic.4y,no,yes,no,cellular,aug,mon,nonexistent,no
technician,divorced,professional.course,no,no,no,cellular,aug,mon,nonexistent,no
technician,married,professional.course,no,no,yes,cellular,aug,mon,nonexistent,no
admin.,single,university.degree,no,no,yes,cellular,aug,mon,nonexistent,no
admin.,single,university.degree,no,no,yes,cellular,aug,mon,nonexistent,no
services,married,high.school,no,yes,no,cellular,aug,mon,nonexistent,no
admin.,divorced,university.degree,unknown,no,no,cellular,aug,mon,nonexistent,no
admin.,single,university.degree,no,no,yes,cellular,aug,mon,nonexistent,no
admin.,divorced,university.degree,unknown,no,yes,cellular,aug,mon,nonexistent,no
blue-collar,married,basic.4y,no,no,no,cellular,aug,mon,nonexistent,no
blue-collar,married,basic.9y,no,no,no,cellular,aug,mon,nonexistent,no
technician,single,professional.course,unknown,no,no,cellular,aug,mon,nonexistent,no
management,divorced,university.degree,no,no,no,cellular,aug,mon,nonexistent,no
self-employed,married,basic.9y,unknown,no,no,cellular,aug,mon,nonexistent,no
technician,married,professional.course,no,yes,no,cellular,aug,mon,nonexistent,no
admin.,divorced,university.degree,unknown,no,no,cellular,aug,mon,nonexistent,no
housemaid,married,basic.4y,no,no,no,cellular,aug,mon,nonexistent,no
housemaid,married,basic.4y,no,no,no,cellular,aug,mon,nonexistent,no
retired,married,unknown,no,yes,no,cellular,aug,mon,nonexistent,yes
blue-collar,divorced,basic.4y,no,yes,no,cellular,aug,mon,nonexistent,no
admin.,married,university.degree,no,no,no,cellular,aug,mon,nonexistent,no
self-employed,married,university.degree,unknown,yes,no,cellular,aug,mon,nonexistent,yes
blue-collar,married,unknown,no,no,no,cellular,aug,mon,nonexistent,no
blue-collar,married,unknown,no,no,no,cellular,aug,mon,nonexistent,no
admin.,single,university.degree,no,yes,no,cellular,aug,mon,nonexistent,no
unemployed,married,university.degree,unknown,no,yes,cellular,aug,mon,nonexistent,no
retired,married,professional.course,no,yes,no,cellular,aug,mon,nonexistent,no
technician,single,professional.course,no,yes,no,cellular,aug,mon,nonexistent,no
admin.,divorced,university.degree,no,no,no,cellular,aug,mon,nonexistent,no
services,married,high.school,unknown,no,no,cellular,aug,mon,nonexistent,no
technician,married,professional.course,no,no,no,cellular,aug,mon,nonexistent,no
admin.,single,university.degree,no,no,no,cellular,aug,mon,nonexistent,no
blue-collar,married,basic.9y,no,no,no,cellular,aug,mon,nonexistent,no
management,divorced,university.degree,no,unknown,unknown,cellular,aug,mon,nonexistent,no
housemaid,married,unknown,no,no,no,cellular,aug,mon,nonexistent,no
technician,married,professional.course,no,no,no,cellular,aug,mon,nonexistent,no
admin.,divorced,university.degree,unknown,yes,no,cellular,aug,mon,nonexistent,no
blue-collar,married,basic.9y,no,yes,no,cellular,aug,mon,nonexistent,no
management,married,university.degree,no,yes,no,cellular,aug,mon,nonexistent,no
management,divorced,university.degree,no,no,no,cellular,aug,mon,nonexistent,yes
admin.,single,university.degree,no,yes,no,cellular,aug,mon,nonexistent,no
blue-collar,married,basic.6y,no,yes,no,cellular,aug,mon,nonexistent,no
management,married,university.degree,no,no,yes,telephone,aug,mon,nonexistent,no
unemployed,married,university.degree,no,yes,no,cellular,aug,mon,nonexistent,no
housemaid,married,unknown,no,yes,no,cellular,aug,mon,nonexistent,no
services,married,basic.9y,no,yes,no,cellular,aug,mon,nonexistent,no
blue-collar,married,basic.9y,no,yes,no,cellular,aug,mon,nonexistent,no
technician,married,professional.course,no,no,no,cellular,aug,mon,nonexistent,no
technician,single,high.school,no,yes,no,telephone,aug,mon,nonexistent,no
admin.,divorced,university.degree,unknown,yes,no,cellular,aug,mon,nonexistent,no
admin.,single,university.degree,no,no,no,cellular,aug,mon,nonexistent,no
management,married,university.degree,no,yes,no,cellular,aug,mon,nonexistent,no
admin.,divorced,university.degree,unknown,yes,no,cellular,aug,mon,nonexistent,no
housemaid,married,basic.4y,unknown,no,no,cellular,aug,mon,nonexistent,no
admin.,married,university.degree,no,yes,no,cellular,aug,mon,nonexistent,no
admin.,divorced,university.degree,no,yes,no,cellular,aug,mon,nonexistent,no
technician,single,university.degree,no,yes,yes,cellular,aug,mon,nonexistent,no
admin.,single,university.degree,no,no,no,cellular,aug,mon,nonexistent,no
technician,divorced,professional.course,no,yes,no,cellular,aug,mon,nonexistent,no
admin.,married,high.school,no,yes,no,cellular,aug,mon,nonexistent,yes
retired,married,unknown,no,no,no,cellular,aug,mon,nonexistent,no
management,married,university.degree,no,yes,no,cellular,aug,mon,nonexistent,no
blue-collar,married,basic.4y,unknown,no,no,cellular,aug,mon,nonexistent,no
blue-collar,married,basic.9y,no,yes,no,cellular,aug,mon,nonexistent,no
admin.,married,university.degree,no,yes,yes,cellular,aug,mon,nonexistent,no
blue-collar,married,university.degree,no,no,no,cellular,aug,mon,nonexistent,no
admin.,single,university.degree,no,no,yes,cellular,aug,mon,nonexistent,no
housemaid,married,basic.4y,no,no,no,cellular,aug,mon,nonexistent,no
housemaid,married,basic.4y,no,no,no,cellular,aug,mon,nonexistent,no
services,married,high.school,unknown,yes,yes,cellular,aug,mon,nonexistent,no
blue-collar,married,basic.9y,unknown,yes,no,cellular,aug,mon,nonexistent,no
retired,married,high.school,unknown,no,no,cellular,aug,mon,nonexistent,no
technician,divorced,professional.course,unknown,no,yes,cellular,aug,mon,nonexistent,no
services,married,high.school,no,no,no,cellular,aug,mon,nonexistent,no
admin.,divorced,university.degree,no,yes,yes,cellular,aug,mon,nonexistent,no
technician,single,high.school,no,yes,no,cellular,aug,mon,nonexistent,yes
admin.,married,university.degree,no,no,no,cellular,aug,mon,nonexistent,no
technician,married,university.degree,no,no,no,cellular,aug,mon,nonexistent,no
housemaid,married,basic.4y,no,no,no,cellular,aug,mon,nonexistent,no
housemaid,married,basic.4y,no,yes,no,cellular,aug,mon,nonexistent,no
retired,married,basic.9y,no,yes,no,cellular,aug,mon,nonexistent,no
technician,married,university.degree,no,yes,no,cellular,aug,mon,nonexistent,no
technician,married,professional.course,no,no,no,cellular,aug,mon,nonexistent,no
admin.,single,university.degree,no,no,no,cellular,aug,mon,nonexistent,no
services,married,high.school,no,yes,no,cellular,aug,mon,nonexistent,no
blue-collar,married,basic.4y,unknown,yes,no,cellular,aug,mon,nonexistent,no
blue-collar,married,basic.9y,no,yes,no,cellular,aug,mon,nonexistent,no
blue-collar,married,university.degree,no,yes,yes,cellular,aug,mon,nonexistent,no
admin.,married,university.degree,no,yes,no,cellular,aug,mon,nonexistent,no
self-employed,married,basic.9y,no,no,yes,cellular,aug,mon,nonexistent,no
admin.,single,university.degree,no,no,no,cellular,aug,mon,nonexistent,no
technician,married,professional.course,no,yes,no,cellular,aug,mon,nonexistent,no
admin.,married,unknown,no,yes,no,cellular,aug,mon,nonexistent,no
blue-collar,married,basic.9y,no,yes,no,cellular,aug,mon,nonexistent,no
admin.,married,university.degree,no,yes,no,cellular,aug,mon,nonexistent,yes
admin.,married,university.degree,no,no,no,cellular,aug,mon,nonexistent,no
admin.,married,university.degree,no,no,no,cellular,aug,mon,nonexistent,no
technician,married,university.degree,no,no,no,cellular,aug,mon,nonexistent,no
self-employed,married,university.degree,no,yes,no,cellular,aug,mon,nonexistent,no
services,married,high.school,unknown,yes,yes,cellular,aug,mon,nonexistent,no
management,married,university.degree,no,yes,yes,cellular,aug,mon,nonexistent,no
technician,married,university.degree,no,yes,no,cellular,aug,mon,nonexistent,no
admin.,single,university.degree,no,yes,no,cellular,aug,mon,nonexistent,no
management,divorced,university.degree,no,unknown,unknown,cellular,aug,mon,nonexistent,no
blue-collar,married,basic.4y,unknown,yes,yes,cellular,aug,mon,nonexistent,no
services,married,high.school,no,no,no,cellular,aug,mon,nonexistent,no
blue-collar,married,basic.9y,no,yes,no,cellular,aug,mon,nonexistent,no
entrepreneur,married,university.degree,no,no,no,cellular,aug,mon,nonexistent,no
housemaid,married,basic.4y,no,yes,no,cellular,aug,mon,nonexistent,no
admin.,single,university.degree,no,no,no,cellular,aug,mon,nonexistent,no
services,married,high.school,unknown,yes,yes,cellular,aug,mon,nonexistent,no
housemaid,married,basic.4y,no,yes,no,cellular,aug,mon,nonexistent,no
technician,married,professional.course,no,yes,no,cellular,aug,mon,nonexistent,no
self-employed,married,basic.9y,unknown,yes,no,cellular,aug,mon,nonexistent,no
retired,married,basic.9y,no,no,no,cellular,aug,mon,nonexistent,no
technician,married,professional.course,no,yes,yes,cellular,aug,mon,nonexistent,no
technician,married,university.degree,no,yes,no,cellular,aug,mon,nonexistent,no
blue-collar,married,unknown,unknown,yes,no,cellular,aug,mon,nonexistent,no
management,married,university.degree,no,no,no,cellular,aug,mon,nonexistent,no
technician,divorced,high.school,no,no,no,cellular,aug,mon,nonexistent,no
blue-collar,married,basic.4y,no,no,yes,cellular,aug,mon,nonexistent,no
blue-collar,married,basic.4y,no,no,no,cellular,aug,mon,nonexistent,no
technician,single,university.degree,no,yes,no,cellular,aug,mon,nonexistent,no
admin.,married,university.degree,no,no,no,cellular,aug,mon,nonexistent,no
technician,married,professional.course,no,yes,no,cellular,aug,mon,nonexistent,no
management,married,university.degree,no,yes,no,cellular,aug,mon,nonexistent,no
blue-collar,married,basic.4y,no,yes,yes,cellular,aug,mon,nonexistent,no
technician,divorced,professional.course,no,yes,yes,cellular,aug,mon,nonexistent,no
admin.,married,university.degree,no,yes,no,cellular,aug,mon,nonexistent,no
housemaid,married,basic.4y,no,yes,no,cellular,aug,mon,nonexistent,no
admin.,single,university.degree,no,yes,no,cellular,aug,mon,nonexistent,no
management,married,university.degree,no,no,no,cellular,aug,mon,nonexistent,no
technician,single,university.degree,no,no,no,cellular,aug,mon,nonexistent,no
retired,married,basic.4y,unknown,no,no,cellular,aug,mon,nonexistent,no
